"dataset","term","estimate","se"
5,"religiousness^4",-0.581363685565388,0.195798917532352
5,"rating.L",1.29728067485653,0.294155987086131
5,"rating.Q",0.310469691700581,0.27588801926056
5,"rating.C",-0.27231531737823,0.228819623457888
5,"rating^4",0.41471630640214,0.226339032625306
6,"(Intercept):1",1.26908537906922,0.245866524739669
6,"(Intercept):2",2.104956068141,0.258560926932891
6,"childrenyes",-0.642379512559166,0.255035056992177
6,"religiousness.L",1.07149413487279,0.2826950920215
6,"religiousness.Q",-0.373555503008509,0.259970621374633
6,"religiousness.C",0.0305766449369007,0.221843676829516
6,"religiousness^4",-0.632368409606935,0.200843209996589
6,"rating.L",1.1769210091856,0.326961832932662
6,"rating.Q",0.460883180056133,0.30065623388167
6,"rating.C",-0.367161130805063,0.24200795637241
6,"rating^4",0.348030817480288,0.227371066386147
7,"(Intercept):1",1.08050102559164,0.232384684165495
7,"(Intercept):2",1.95817775043991,0.245194392217769
7,"childrenyes",-0.511968149083896,0.245735476274305
7,"religiousness.L",0.973195277031507,0.281081485677445
7,"religiousness.Q",-0.331903151597172,0.257895040342393
7,"religiousness.C",0.14567521806465,0.219974949379436
7,"religiousness^4",-0.638423605073058,0.197412501391276
7,"rating.L",1.43072337713454,0.307962994547255
7,"rating.Q",0.268647430911185,0.286122875042298
7,"rating.C",-0.276344384943485,0.234180306417738
7,"rating^4",0.327260618012505,0.224097719668129
8,"(Intercept):1",1.19987234007502,0.231340056349934
8,"(Intercept):2",2.04513681973139,0.244257310007607
8,"childrenyes",-0.615872607970314,0.245960413610026
8,"religiousness.L",0.953069063185637,0.281324870223118
8,"religiousness.Q",-0.278898855148224,0.258460769163326
8,"religiousness.C",0.0601141348042419,0.218963943892376
8,"religiousness^4",-0.642234792392945,0.195904627891149
8,"rating.L",1.21124050865183,0.291789249056861
8,"rating.Q",0.320699696265427,0.27565996024118
8,"rating.C",-0.274233719584214,0.232083697173815
8,"rating^4",0.281456098998958,0.224911127491798
9,"(Intercept):1",1.25574913321448,0.237016349228264
9,"(Intercept):2",2.11642838200846,0.250232077046288
9,"childrenyes",-0.656196878868888,0.248484586835748
9,"religiousness.L",0.96052553409361,0.281230412998044
9,"religiousness.Q",-0.247275626458958,0.258838150646852
9,"religiousness.C",0.083731469789245,0.217377797556476
9,"religiousness^4",-0.552742149227606,0.195865143923282
9,"rating.L",1.11844246436155,0.307158842081257
9,"rating.Q",0.439728047008973,0.286346735976792
9,"rating.C",-0.393504137109473,0.234479217701143
9,"rating^4",0.311813379318094,0.224378349870971
10,"(Intercept):1",1.24590459689894,0.236084051818974
10,"(Intercept):2",2.10019284395547,0.249245907334022
10,"childrenyes",-0.642877772843967,0.248641542408769
10,"religiousness.L",0.938608523630572,0.282418882718148
10,"religiousness.Q",-0.198375461462007,0.258963215911099
10,"religiousness.C",0.0642248649058012,0.218962410469252
10,"religiousness^4",-0.611579945774991,0.196598716551924
10,"rating.L",1.18740877078196,0.309874146355636
10,"rating.Q",0.389467080833734,0.289780611578604
10,"rating.C",-0.343160520071245,0.235713859175746
10,"rating^4",0.334918678588776,0.224929117538518
11,"(Intercept):1",1.16212258519059,0.23100098753245
11,"(Intercept):2",2.01045639789904,0.243692402900274
11,"childrenyes",-0.573354214680943,0.245022912712411
11,"religiousness.L",0.997565511776364,0.286070678059743
11,"religiousness.Q",-0.169386087718173,0.261579164927445
11,"religiousness.C",0.120088200143177,0.218782706222508
11,"religiousness^4",-0.567416639086896,0.196071225870705
11,"rating.L",1.34086609947479,0.299220856579648
11,"rating.Q",0.267233288547157,0.282001521335438
11,"rating.C",-0.248146060036864,0.232456537735353
11,"rating^4",0.288318926793221,0.224025886200122
12,"(Intercept):1",1.33512365227123,0.241359194414587
12,"(Intercept):2",2.21054848166311,0.255349832068507
12,"childrenyes",-0.725890995466606,0.247978098892295
12,"religiousness.L",0.992259018023636,0.28111503942854
12,"religiousness.Q",-0.31775196698515,0.258891393853396
12,"religiousness.C",0.0887084781407716,0.218660873332026
12,"religiousness^4",-0.539479114016931,0.198136459490263
12,"rating.L",1.04004429493314,0.337341330492599
12,"rating.Q",0.446948383551429,0.309869688492953
12,"rating.C",-0.445573404939817,0.244708382699015
12,"rating^4",0.390583715440133,0.226069235919501
13,"(Intercept):1",1.09511994727343,0.226121967013008
13,"(Intercept):2",1.92750455083783,0.238630197438256
13,"childrenyes",-0.476691836151962,0.240493970769263
13,"religiousness.L",0.94459794868201,0.278751250913573
13,"religiousness.Q",-0.30647641053568,0.257365089874897
13,"religiousness.C",0.0883303238308019,0.216593364290145
13,"religiousness^4",-0.448306485126513,0.197115014959637
13,"rating.L",1.28334964264109,0.327224026796854
13,"rating.Q",0.296011252501136,0.302957606091736
13,"rating.C",-0.232702470393593,0.240024628253909
13,"rating^4",0.258956593943569,0.224077563528127
14,"(Intercept):1",1.18331349085712,0.232302350927819
14,"(Intercept):2",2.03535744400344,0.24551222421447
14,"childrenyes",-0.542446746441957,0.244616956159844
14,"religiousness.L",1.0055823450982,0.288733993996976
14,"religiousness.Q",-0.194925925557922,0.263621385825816
14,"religiousness.C",0.119296998944852,0.220912969835181
14,"religiousness^4",-0.57695074765885,0.196793602789821
14,"rating.L",1.24715157237872,0.307945350181302
14,"rating.Q",0.29878380319159,0.287666681694208
14,"rating.C",-0.301365356489424,0.235092780044883
14,"rating^4",0.36255407880815,0.227788627722251
15,"(Intercept):1",1.40619051376125,0.241050926746043
15,"(Intercept):2",2.28231263870858,0.255402859119785
15,"childrenyes",-0.73139200766654,0.251040977193275
15,"religiousness.L",0.923225673615531,0.28609813126398
15,"religiousness.Q",-0.0586039865881823,0.261924090356265
15,"religiousness.C",-0.00648253917733273,0.219501911105432
15,"religiousness^4",-0.544090553812082,0.197152690230834
15,"rating.L",0.990945391162435,0.312821077803991
15,"rating.Q",0.562445104658871,0.290888961778808
15,"rating.C",-0.41878111262037,0.236628269202508
15,"rating^4",0.402280973607522,0.224093061820858
16,"(Intercept):1",1.15809379435516,0.234280751024274
16,"(Intercept):2",2.02211741540184,0.246967141419072
16,"childrenyes",-0.574432279832234,0.246574100798931
16,"religiousness.L",0.816306774507071,0.277420079948039
16,"religiousness.Q",-0.115784378958828,0.255094742204704
16,"religiousness.C",0.0268960347113026,0.218337037500707
16,"religiousness^4",-0.545436664117194,0.196781675785461
16,"rating.L",1.46863578388028,0.297161925471165
16,"rating.Q",0.0529417430601712,0.279913308343682
16,"rating.C",-0.122308327305414,0.231354830056155
16,"rating^4",0.28699147765739,0.226887383796697
17,"(Intercept):1",1.3522883313618,0.237599274120252
17,"(Intercept):2",2.2046682887886,0.251262705469306
17,"childrenyes",-0.725504141183988,0.249309474878225
17,"religiousness.L",0.839438904083101,0.285207430849021
17,"religiousness.Q",-0.0534546796706038,0.260211497435089
17,"religiousness.C",0.0179065324389389,0.220104407251977
17,"religiousness^4",-0.563356919982428,0.196215351116079
17,"rating.L",1.17336554684959,0.312946123049938
17,"rating.Q",0.387416539292345,0.290650045905908
17,"rating.C",-0.317438972875769,0.235379297070314
17,"rating^4",0.386907472834552,0.2251022369084
18,"(Intercept):1",1.11683756084464,0.226622576846149
18,"(Intercept):2",1.94949929478622,0.239136351189766
18,"childrenyes",-0.467508426095226,0.240083064492433
18,"religiousness.L",0.863347074547206,0.28245280256883
18,"religiousness.Q",-0.163675544082205,0.259592215942039
18,"religiousness.C",0.0462513312150112,0.217840064361727
18,"religiousness^4",-0.5225541584606,0.196357597223883
18,"rating.L",1.26287747936803,0.295390647466529
18,"rating.Q",0.348778643094124,0.278645749565018
18,"rating.C",-0.306829954286567,0.23167337121552
18,"rating^4",0.391994209992132,0.224731431468442
19,"(Intercept):1",1.22563407768389,0.241187866611356
19,"(Intercept):2",2.05714847692623,0.253415408882252
19,"childrenyes",-0.646449847926379,0.250969566765575
19,"religiousness.L",1.18275552939351,0.289015702324687
19,"religiousness.Q",-0.225057984112185,0.264643428477239
19,"religiousness.C",0.151734232552795,0.221811056879667
19,"religiousness^4",-0.599108115446932,0.197451470942567
19,"rating.L",1.31798446775816,0.317134691129899
19,"rating.Q",0.23781501956268,0.293346291910696
19,"rating.C",-0.274266987061321,0.238592180867021
19,"rating^4",0.252150491935779,0.225772788917353
20,"(Intercept):1",1.23854256225579,0.237061310705296
20,"(Intercept):2",2.12202642840428,0.250548995651541
20,"childrenyes",-0.686158644334194,0.250686352039088
20,"religiousness.L",0.941004582697543,0.283302955063259
20,"religiousness.Q",-0.212643407177899,0.259647280856156
20,"religiousness.C",0.0322748676140584,0.220437479994771
20,"religiousness^4",-0.613651943792787,0.197994053879532
20,"rating.L",1.40276055273579,0.295746103135427
20,"rating.Q",0.268751217998424,0.280406430110502
20,"rating.C",-0.291693783646373,0.232714387163977
20,"rating^4",0.343888510425911,0.226494934912928
21,"(Intercept):1",1.31074970203108,0.235044204290175
21,"(Intercept):2",2.15745590136812,0.248569813326267
21,"childrenyes",-0.633983489585135,0.245861575702253
21,"religiousness.L",1.01023276281704,0.286691792825678
21,"religiousness.Q",-0.137724726006898,0.260377673100193
21,"religiousness.C",0.0746196461658999,0.219523246216754
21,"religiousness^4",-0.56848065062428,0.195196775782157
21,"rating.L",0.937614673377906,0.308140114691835
21,"rating.Q",0.547330031181734,0.287143902832632
21,"rating.C",-0.484858039719345,0.235559174869993
21,"rating^4",0.439924713721899,0.225619090514599
22,"(Intercept):1",1.09270214389903,0.232464332419457
22,"(Intercept):2",1.96621557747825,0.245098254963053
22,"childrenyes",-0.542742642781241,0.244666115207947
22,"religiousness.L",0.930037350491733,0.28042313801463
22,"religiousness.Q",-0.273560719165007,0.257106253416311
22,"religiousness.C",0.141383243075245,0.219416231223798
22,"religiousness^4",-0.643979662010248,0.197418254630627
22,"rating.L",1.44091892939293,0.303389061874003
22,"rating.Q",0.155401407827009,0.28400653894659
22,"rating.C",-0.291171848311192,0.235052155223458
22,"rating^4",0.266712369093336,0.226570835772189
23,"(Intercept):1",1.20050947567483,0.230266608492552
23,"(Intercept):2",2.06602290663541,0.243675455958596
23,"childrenyes",-0.619456661486774,0.245523332749526
23,"religiousness.L",0.976796840759551,0.279597281241775
23,"religiousness.Q",-0.278182453036958,0.25650861394604
23,"religiousness.C",0.102994647309293,0.217370176992133
23,"religiousness^4",-0.547526719496896,0.196984951986734
23,"rating.L",1.24203744935151,0.302408373282838
23,"rating.Q",0.380675491667888,0.283752940271647
23,"rating.C",-0.370373314856307,0.23319228320821
23,"rating^4",0.335349897817845,0.225133014167512
24,"(Intercept):1",1.23336216152624,0.232663302864587
24,"(Intercept):2",2.09308963586057,0.246067813652771
24,"childrenyes",-0.598821088805109,0.247518452653039
24,"religiousness.L",0.929254988691701,0.289581307315975
24,"religiousness.Q",-0.0811033305978375,0.264543386531149
24,"religiousness.C",0.0397569979931811,0.219221049265242
24,"religiousness^4",-0.517098809381861,0.194756453657647
24,"rating.L",1.25000265158839,0.288537562282551
24,"rating.Q",0.280798183328944,0.273023972647979
24,"rating.C",-0.185414992810853,0.228531496226934
24,"rating^4",0.217697712990592,0.224176452372161
25,"(Intercept):1",1.2710081329941,0.232904420450277
25,"(Intercept):2",2.12357982747221,0.246495168798758
25,"childrenyes",-0.612143710705967,0.245672959621831
25,"religiousness.L",0.781113950134593,0.283110192907445
25,"religiousness.Q",-0.0807965303018751,0.259537142836595
25,"religiousness.C",-0.00722570352212054,0.217514912109738
25,"religiousness^4",-0.488108693912227,0.196681261987227
25,"rating.L",1.15995405621454,0.315988135873074
25,"rating.Q",0.433540433548883,0.295608945811127
25,"rating.C",-0.337126514733143,0.236584933975601
25,"rating^4",0.418678392621094,0.225373648519604
26,"(Intercept):1",1.19126358697691,0.229970235986806
26,"(Intercept):2",2.05250624832807,0.243367441647843
26,"childrenyes",-0.522774399225991,0.244180613538705
26,"religiousness.L",0.949054966674379,0.280575836010446
26,"religiousness.Q",-0.208301914524515,0.257710693998779
26,"religiousness.C",0.0138035798419691,0.217639140274271
26,"religiousness^4",-0.558368967386269,0.196005468876776
26,"rating.L",0.994345784061348,0.311982425901903
26,"rating.Q",0.578664723624367,0.294243191155433
26,"rating.C",-0.498297910640689,0.237093371787067
26,"rating^4",0.401508850667722,0.226357674610174
27,"(Intercept):1",1.13826713877895,0.230588676977304
27,"(Intercept):2",1.98246301033618,0.243106496111659
27,"childrenyes",-0.563325252235205,0.243294907128443
27,"religiousness.L",0.91032924021137,0.281964409454227
27,"religiousness.Q",-0.195231458314169,0.258020198282194
27,"religiousness.C",0.0830296902342298,0.218182211498238
27,"religiousness^4",-0.627776254987913,0.195897198490775
27,"rating.L",1.31728332895053,0.30223897907968
27,"rating.Q",0.252361334621499,0.282204737684147
27,"rating.C",-0.254558997857175,0.234236883503712
27,"rating^4",0.291672332081073,0.224441442428117
28,"(Intercept):1",1.19264933861009,0.242460614010623
28,"(Intercept):2",2.07103266623225,0.254963589696589
28,"childrenyes",-0.716441870485523,0.254417063071294
28,"religiousness.L",1.07668456437998,0.28462023887717
28,"religiousness.Q",-0.324705155877327,0.260861606820019
28,"religiousness.C",0.128126777701371,0.218376050539626
28,"religiousness^4",-0.54352484320837,0.198372700264551
28,"rating.L",1.55820083218993,0.295423272388195
28,"rating.Q",0.122751203474306,0.275170812845234
28,"rating.C",-0.139749154127644,0.230276758551786
28,"rating^4",0.26526244830458,0.225784337290279
29,"(Intercept):1",1.28155734343941,0.236300943097318
29,"(Intercept):2",2.14446540200209,0.249686712508098
29,"childrenyes",-0.68990870216343,0.24885197770727
29,"religiousness.L",0.982517966122542,0.287402527724999
29,"religiousness.Q",-0.18142146707522,0.262232176076326
29,"religiousness.C",0.105026742680419,0.218860060576434
29,"religiousness^4",-0.513826968983565,0.195759432625809
29,"rating.L",1.21629829114534,0.304091974623168
29,"rating.Q",0.282102826160994,0.286176023836177
29,"rating.C",-0.33061553381051,0.232987095831176
29,"rating^4",0.399215183756179,0.227449910989043
30,"(Intercept):1",1.19788350198561,0.23579712770447
30,"(Intercept):2",2.0327605652335,0.24800068067827
30,"childrenyes",-0.634446498993358,0.243820512312766
30,"religiousness.L",0.900155646359253,0.282829796837913
30,"religiousness.Q",-0.0567743337270046,0.259956259884885
30,"religiousness.C",0.0698497234101149,0.217580283509433
30,"religiousness^4",-0.498735845435871,0.197038684136435
30,"rating.L",1.43527348890096,0.330409366138207
30,"rating.Q",0.0512726443811673,0.305239666174695
30,"rating.C",-0.073842536087785,0.243412940530975
30,"rating^4",0.204344958561778,0.225370254199269
31,"(Intercept):1",1.18188942851197,0.230681199339231
31,"(Intercept):2",2.02962387189118,0.243804145591341
31,"childrenyes",-0.526863911769671,0.245194863804472
31,"religiousness.L",0.939534592757509,0.288884465216909
31,"religiousness.Q",-0.167070161141866,0.263468191471627
31,"religiousness.C",0.0717076659384109,0.220560634558107
31,"religiousness^4",-0.541429161133444,0.196573164625022
31,"rating.L",1.22436520020016,0.312103643170807
31,"rating.Q",0.383101614286503,0.293946871490129
31,"rating.C",-0.359282956422279,0.236544934698979
31,"rating^4",0.414354428152029,0.227079250434822
32,"(Intercept):1",1.07418552806349,0.232718264474595
32,"(Intercept):2",1.95009897077999,0.245309035987986
32,"childrenyes",-0.522975934324218,0.243009230669484
32,"religiousness.L",0.932832599128163,0.284163983487443
32,"religiousness.Q",-0.251919557099756,0.260354421127559
32,"religiousness.C",0.06709753508243,0.220026780624275
32,"religiousness^4",-0.609658761147319,0.196548839295203
32,"rating.L",1.43151322778815,0.31417230139387
32,"rating.Q",0.185398818798196,0.290640407391325
32,"rating.C",-0.285763887567487,0.237091765187904
32,"rating^4",0.237885501891184,0.224547359030916
33,"(Intercept):1",1.21151480303061,0.230622643816577
33,"(Intercept):2",2.05955026887968,0.243566374550972
33,"childrenyes",-0.590750227566656,0.245343744227022
33,"religiousness.L",0.788263743236059,0.277921299280077
33,"religiousness.Q",-0.0757758139933948,0.255818061260753
33,"religiousness.C",-0.0122982219018177,0.214995871324863
33,"religiousness^4",-0.471698440016726,0.195545583465649
33,"rating.L",1.26602743478536,0.288006734912589
33,"rating.Q",0.208622223355722,0.273562467544595
33,"rating.C",-0.152510994025703,0.231019241210602
33,"rating^4",0.294625442481782,0.224155443808275
34,"(Intercept):1",1.05756642098262,0.227091537670652
34,"(Intercept):2",1.90148601399812,0.239066962813215
34,"childrenyes",-0.501994580550864,0.2406545498239
34,"religiousness.L",1.03308401847468,0.288393921673317
34,"religiousness.Q",-0.0929032649157183,0.262753654812848
34,"religiousness.C",0.16068754720244,0.21981843993832
34,"religiousness^4",-0.560737887026541,0.194575158045993
34,"rating.L",1.51427971852634,0.292494215290037
34,"rating.Q",0.0947021039074793,0.276069829222018
34,"rating.C",-0.180608721323614,0.231224665005455
34,"rating^4",0.235478072260447,0.226225893530257
35,"(Intercept):1",1.09483356343551,0.239557969323979
35,"(Intercept):2",1.96444616950579,0.251759058872229
35,"childrenyes",-0.534190338367871,0.247332636804504
35,"religiousness.L",0.894107965021421,0.285453709642207
35,"religiousness.Q",-0.172666784727527,0.261412459349732
35,"religiousness.C",0.0336643225774124,0.220836305291591
35,"religiousness^4",-0.55552712072495,0.197461809033728
35,"rating.L",1.56503739078207,0.31921890499341
35,"rating.Q",0.0916265062144181,0.293464469954035
35,"rating.C",-0.141561957293265,0.237971931308764
35,"rating^4",0.18598997624764,0.224719844416906
36,"(Intercept):1",1.241660170061,0.233235896888396
36,"(Intercept):2",2.11237589129196,0.24647794469835
36,"childrenyes",-0.763673026862688,0.24939525375258
36,"religiousness.L",1.02131442670982,0.289836571469157
36,"religiousness.Q",-0.179334346025151,0.264099308904905
36,"religiousness.C",0.119300152607953,0.222020497209887
36,"religiousness^4",-0.610997502633073,0.197887907437199
36,"rating.L",1.5963015237016,0.293887648622112
36,"rating.Q",0.0823428190200542,0.277546556736033
36,"rating.C",-0.217880217468394,0.232080010631196
36,"rating^4",0.212826722923132,0.224823108872773
37,"(Intercept):1",1.11640577408997,0.237338341185743
37,"(Intercept):2",1.97436003312759,0.249437995624601
37,"childrenyes",-0.586042658138568,0.247127600974296
37,"religiousness.L",0.862710392210727,0.281324912564196
37,"religiousness.Q",-0.149381351474966,0.258523521328122
37,"religiousness.C",0.00633063004767397,0.219722274821447
37,"religiousness^4",-0.603134783921117,0.196954510767952
37,"rating.L",1.59694406515009,0.319042341558356
37,"rating.Q",-0.011611290653984,0.296294016462862
37,"rating.C",-0.122555734527879,0.23796375076412
37,"rating^4",0.34263263181821,0.228112489935712
38,"(Intercept):1",1.187275582696,0.228737484447179
38,"(Intercept):2",2.04602501595705,0.242116252697336
38,"childrenyes",-0.546808207026012,0.243291002912832
38,"religiousness.L",0.881841015474245,0.280834835106648
38,"religiousness.Q",-0.188316872028231,0.258233468223267
38,"religiousness.C",0.0664643723421232,0.217099423880966
38,"religiousness^4",-0.552741507730145,0.196010937050259
38,"rating.L",1.13564268495858,0.305276654471098
38,"rating.Q",0.353833066700491,0.287680345748069
38,"rating.C",-0.350628875598015,0.234526914754208
38,"rating^4",0.311458905085541,0.225538287868806
39,"(Intercept):1",1.21438609995985,0.239583131794668
39,"(Intercept):2",2.062935349319,0.252096594308981
39,"childrenyes",-0.645796350317743,0.249137407264796
39,"religiousness.L",0.9354977753776,0.282052990940294
39,"religiousness.Q",-0.226941703250658,0.259524199957404
39,"religiousness.C",0.0739048122787751,0.218372078668778
39,"religiousness^4",-0.591929810268748,0.196812673089468
39,"rating.L",1.28149037066908,0.313749638663317
39,"rating.Q",0.294362322858807,0.29053091616544
39,"rating.C",-0.326511220841496,0.236312225531301
39,"rating^4",0.367637613048675,0.225324886443622
40,"(Intercept):1",1.16360043168271,0.234140899398386
40,"(Intercept):2",1.99963056717925,0.246604642165174
40,"childrenyes",-0.530571122196464,0.248372823297156
40,"religiousness.L",0.844078773890532,0.281129831727261
40,"religiousness.Q",-0.178454649888153,0.257934665742616
40,"religiousness.C",0.00113220991720761,0.21911720283596
40,"religiousness^4",-0.55487761658816,0.198558565760431
40,"rating.L",1.33759864742898,0.2923271646136
40,"rating.Q",0.237760736271685,0.275598563845043
40,"rating.C",-0.2985643508203,0.232796206268241
40,"rating^4",0.32964596460605,0.226879043812977
41,"(Intercept):1",1.27568701395939,0.237681083693283
41,"(Intercept):2",2.12887364525902,0.250770717460264
41,"childrenyes",-0.656076365899371,0.249048055523466
41,"religiousness.L",0.896854379063703,0.283228206097307
41,"religiousness.Q",-0.131601968836219,0.259002197542329
41,"religiousness.C",0.0482815401740966,0.2173035425521
41,"religiousness^4",-0.560357335540226,0.194896889364301
41,"rating.L",1.10865195353057,0.309938808060516
41,"rating.Q",0.420263850421667,0.289760083476525
41,"rating.C",-0.380664798257387,0.235149319855688
41,"rating^4",0.348201825641347,0.223770986421131
42,"(Intercept):1",1.16523200231466,0.229419913683396
42,"(Intercept):2",2.04308266042136,0.243090053801628
42,"childrenyes",-0.571723780307727,0.2464494486284
42,"religiousness.L",1.06582764457854,0.283996132132103
42,"religiousness.Q",-0.321649454508875,0.261009515106705
42,"religiousness.C",0.155859612962314,0.217844799626445
42,"religiousness^4",-0.491662371845399,0.1987967047583
42,"rating.L",1.33110706040739,0.292743211670429
42,"rating.Q",0.255578095329593,0.278086820931072
42,"rating.C",-0.24648068124454,0.230483949539331
42,"rating^4",0.289440400707081,0.225674622453591
43,"(Intercept):1",1.2298315745952,0.238016861320432
43,"(Intercept):2",2.07514690419353,0.250572796057456
43,"childrenyes",-0.659172445527406,0.246695889935108
43,"religiousness.L",0.839851220666803,0.282036541470593
43,"religiousness.Q",-0.12619735293728,0.258436760910798
43,"religiousness.C",-0.00623069823369537,0.21855300771118
43,"religiousness^4",-0.595426721749893,0.19603714022026
43,"rating.L",1.30595250160885,0.33126638456402
43,"rating.Q",0.222474538165539,0.304782109748545
43,"rating.C",-0.283628031613585,0.241106461853388
43,"rating^4",0.383394623030677,0.226038143820256
44,"(Intercept):1",1.26953407298385,0.234437393967453
44,"(Intercept):2",2.1320380017428,0.247769177031366
44,"childrenyes",-0.686030149993057,0.249336770382307
44,"religiousness.L",0.938414722715407,0.27926990838461
44,"religiousness.Q",-0.192749101097689,0.258016810496074
44,"religiousness.C",-0.01443118827872,0.217583772818058
44,"religiousness^4",-0.497466709032283,0.197372467781671
44,"rating.L",1.30053481499549,0.303559873203609
44,"rating.Q",0.28491471984913,0.286847691291498
44,"rating.C",-0.266927327118881,0.233473774242033
44,"rating^4",0.319074414235236,0.223427919994145
45,"(Intercept):1",1.13698941133716,0.23235138768928
45,"(Intercept):2",1.99199735341728,0.245190817646762
45,"childrenyes",-0.508471827036828,0.242733572424632
45,"religiousness.L",0.778526174563526,0.282421033510825
45,"religiousness.Q",-0.165656103070818,0.258244842533609
45,"religiousness.C",0.0861892624397025,0.219565502876848
45,"religiousness^4",-0.61883893557171,0.196600868019527
45,"rating.L",1.32055263501517,0.300769882351133
45,"rating.Q",0.302429608735137,0.279661985976638
45,"rating.C",-0.252106270106321,0.232554250199994
45,"rating^4",0.346381311102336,0.225235623596405
46,"(Intercept):1",1.23948637962559,0.238481485544328
46,"(Intercept):2",2.1028902133382,0.251414977137402
46,"childrenyes",-0.689882299387803,0.248518051097129
46,"religiousness.L",0.863255048253433,0.281580246347878
46,"religiousness.Q",-0.228735489317649,0.25836561837813
46,"religiousness.C",-0.0343500784622157,0.217502878583063
46,"religiousness^4",-0.49786133614742,0.196975857728029
46,"rating.L",1.34139020743171,0.300952642450097
46,"rating.Q",0.22957495208788,0.28068048060413
46,"rating.C",-0.318499451620908,0.233460689042337
46,"rating^4",0.265886082014131,0.224104092596472
47,"(Intercept):1",1.21704913012928,0.237357180485813
47,"(Intercept):2",2.07458801350555,0.250220729474664
47,"childrenyes",-0.606606471730324,0.245835831603782
47,"religiousness.L",0.94875851636793,0.280435244033121
47,"religiousness.Q",-0.191065121667451,0.256781983391033
47,"religiousness.C",0.0350362924867716,0.217632216122764
47,"religiousness^4",-0.581471457053803,0.195391854491485
47,"rating.L",1.1353662218683,0.320590195253174
47,"rating.Q",0.403429400553555,0.296313408682526
47,"rating.C",-0.366717316010241,0.238771700327728
47,"rating^4",0.377524813574059,0.224146168521506
48,"(Intercept):1",1.3058111318145,0.238364791654469
48,"(Intercept):2",2.1656405461921,0.251755315983375
48,"childrenyes",-0.734501822417282,0.249497380682461
48,"religiousness.L",1.14403888188872,0.290844302023116
48,"religiousness.Q",-0.172264150325873,0.264559675604416
48,"religiousness.C",0.145866660390236,0.221786199533425
48,"religiousness^4",-0.610505959674299,0.196686704787281
48,"rating.L",1.22060733002692,0.310189002891675
48,"rating.Q",0.305104398984059,0.289072596195638
48,"rating.C",-0.327463302430055,0.237561521033018
48,"rating^4",0.339048017008776,0.227331378740648
49,"(Intercept):1",1.16437733380788,0.230217531831358
49,"(Intercept):2",2.02790520327275,0.243486234520917
49,"childrenyes",-0.512689216663484,0.241931733543104
49,"religiousness.L",1.03680539830936,0.286658258949459
49,"religiousness.Q",-0.141042631206192,0.261636699778991
49,"religiousness.C",0.101928605008963,0.219567558956546
49,"religiousness^4",-0.585056658281307,0.195369637966866
49,"rating.L",1.11208832042844,0.314922848515293
49,"rating.Q",0.470499357588188,0.294112882260297
